"","X","geo_merge","time","epi_week","total_tests","new_pos_t","pct_cum_doses","population","cum_pos_tests"
"9202",9202,"City of South Gate",75,"2021-05-30","5388","20",50.5142857142857,98155,"23390"
"9203",9203,"City of South Gate",76,"2021-06-06","3746","14",52.5714285714286,98155,"23404"
"9204",9204,"City of South Gate",77,"2021-06-13","2223","1-11",54.3571428571429,98155,"23411"
"9205",9205,"City of South Gate",78,"2021-06-20","2533","13",55.7,98155,"23424"
"9206",9206,"City of South Gate",79,"2021-06-27","2648","29",56.8714285714286,98155,"23453"
"9207",9207,"City of South Gate",80,"2021-07-04","2650","63",57.8285714285714,98155,"23516"
"9208",9208,"City of South Gate",81,"2021-07-11","2868","76",58.8285714285714,98155,"23592"
"9209",9209,"City of South Gate",82,"2021-07-18","3364","149",59.7,98155,"23741"
"9210",9210,"City of South Gate",83,"2021-07-25","3383","214",60.4285714285714,98155,"23955"
"9211",9211,"City of South Gate",84,"2021-08-01","6849","260",61.1714285714286,98155,"24215"
"9212",9212,"City of South Gate",85,"2021-08-08","13920","348",61.9714285714286,98155,"24563"
"9213",9213,"City of South Gate",86,"2021-08-15","16983","349",62.9571428571429,98155,"24912"
"9214",9214,"City of South Gate",87,"2021-08-22","17258","312",64.0857142857143,98155,"25224"
"9215",9215,"City of South Gate",88,"2021-08-29","14894","191",65.2714285714286,98155,"25415"
"9216",9216,"City of South Gate",89,"2021-09-05","13802","166",66.2714285714286,98155,"25581"
"9217",9217,"City of South Gate",90,"2021-09-12","14570","150",67.2142857142857,98155,"25731"
"9218",9218,"City of South Gate",91,"2021-09-19","17409","127",68.1,98155,"25858"
"9219",9219,"City of South Gate",92,"2021-09-26","17277","114",68.8857142857143,98155,"25972"
"9220",9220,"City of South Gate",93,"2021-10-03","16854","106",69.6,98155,"26078"
"9221",9221,"City of South Gate",94,"2021-10-10","17158","77",70.2,98155,"26155"
"9222",9222,"City of South Gate",95,"2021-10-17","17113","119",70.8857142857143,98155,"26274"
"9223",9223,"City of South Gate",96,"2021-10-24","16600","83",71.5,98155,"26357"
"9224",9224,"City of South Gate",97,"2021-10-31","16977","107",72.2,98155,"26464"
"9225",9225,"City of South Gate",98,"2021-11-07","14178","81",72.9,98155,"26545"
"9226",9226,"City of South Gate",99,"2021-11-14","17266","105",73.5,98155,"26650"
"9227",9227,"City of South Gate",100,"2021-11-21","2311","100",74.0285714285714,98155,"26750"
"9228",9228,"City of South Gate",101,"2021-11-28","17853","140",74.6,98155,"26890"
"9229",9229,"City of South Gate",102,"2021-12-05","17458","127",75.4714285714286,98155,"27017"
"9230",9230,"City of South Gate",103,"2021-12-12","15912","152",76.1857142857143,98155,"27169"
"9231",9231,"City of South Gate",104,"2021-12-19","5127","501",76.6571428571429,98155,"27670"
"9232",9232,"City of South Gate",105,"2021-12-26","8031","1907",77.0428571428571,98155,"29577"
"9233",9233,"City of South Gate",106,"2022-01-02","23984","5250",77.4714285714286,98155,"34827"
"9234",9234,"City of South Gate",107,"2022-01-09","22990","4495",77.8714285714286,98155,"39322"
"9235",9235,"City of South Gate",108,"2022-01-16","19972","3495",78.1857142857143,98155,"42817"
"9236",9236,"City of South Gate",109,"2022-01-23","17351","2041",78.4857142857143,98155,"44858"
"9237",9237,"City of South Gate",110,"2022-01-30","14889","1023",78.8142857142857,98155,"45881"
"9238",9238,"City of South Gate",111,"2022-02-06","14304","530",79.0714285714286,98155,"46411"
"9239",9239,"City of South Gate",112,"2022-02-13","13266","277",79.3428571428571,98155,"46688"
"9240",9240,"City of South Gate",113,"2022-02-20","12817","141",79.6,98155,"46829"
"9241",9241,"City of South Gate",114,"2022-02-27","12489","90",79.7571428571429,98155,"46919"
"9242",9242,"City of South Gate",115,"2022-03-06","12023","71",79.9,98155,"46990"
"9243",9243,"City of South Gate",116,"2022-03-13","11451","37",80.0142857142857,98155,"47027"
"9244",9244,"City of South Gate",117,"2022-03-20","10964","53",80.1,98155,"47080"
"9245",9245,"City of South Gate",118,"2022-03-27","9857","39",80.1857142857143,98155,"47119"
"9246",9246,"City of South Gate",119,"2022-04-03","11462","35",80.2714285714286,98155,"47154"
"9247",9247,"City of South Gate",120,"2022-04-10","1563","42",80.3428571428571,98155,"47196"
"9248",9248,"City of South Gate",121,"2022-04-17","13664","63",80.4,98155,"47259"
"9249",9249,"City of South Gate",122,"2022-04-24","15008","98",80.4857142857143,98155,"47357"
"9250",9250,"City of South Gate",123,"2022-05-01","14902","126",80.5285714285714,98155,"47483"
"9251",9251,"City of South Gate",124,"2022-05-08","13968","154",80.6,98155,"47637"
"9252",9252,"City of South Gate",125,"2022-05-15","15376","261",80.6142857142857,98155,"47898"
"9253",9253,"City of South Gate",126,"2022-05-22","15499","388",80.7,98155,"48286"
"9254",9254,"City of South Gate",127,"2022-05-29","14915","403",80.7,98155,"48689"
"9255",9255,"City of South Gate",128,"2022-06-05","10240","359",80.7857142857143,98155,"49048"
"9256",9256,"City of South Gate",129,"2022-06-12","2777","388",80.8,98155,"49436"
"9257",9257,"City of South Gate",130,"2022-06-19","2241","430",80.8428571428571,98155,"49866"
"9258",9258,"City of South Gate",131,"2022-06-26","2433","508",80.9,98155,"50374"
"9259",9259,"City of South Gate",132,"2022-07-03","2248","495",80.9,98155,"50869"
"9260",9260,"City of South Gate",133,"2022-07-10","2531","590",80.9428571428572,98155,"51459"
"9261",9261,"City of South Gate",134,"2022-07-17","2695","660",81,98155,"52119"
"9262",9262,"City of South Pasadena",11,"2020-03-08","1-11","1-11",NA,26053,"1-11"
"9263",9263,"City of South Pasadena",12,"2020-03-15","31","1-11",NA,26053,"1-11"
"9264",9264,"City of South Pasadena",13,"2020-03-22","56","1-11",NA,26053,"1-11"
"9265",9265,"City of South Pasadena",14,"2020-03-29","55","1-11",NA,26053,"1-11"
"9266",9266,"City of South Pasadena",15,"2020-04-05","83","1-11",NA,26053,"20"
"9267",9267,"City of South Pasadena",16,"2020-04-12","93","18",NA,26053,"38"
"9268",9268,"City of South Pasadena",17,"2020-04-19","107","13",NA,26053,"51"
"9269",9269,"City of South Pasadena",18,"2020-04-26","243","1-11",NA,26053,"61"
"9270",9270,"City of South Pasadena",19,"2020-05-03","317","26",NA,26053,"87"
"9271",9271,"City of South Pasadena",20,"2020-05-10","464","22",NA,26053,"109"
"9272",9272,"City of South Pasadena",21,"2020-05-17","415","29",NA,26053,"138"
"9273",9273,"City of South Pasadena",22,"2020-05-24","422","20",NA,26053,"158"
"9274",9274,"City of South Pasadena",23,"2020-05-31","388","1-11",NA,26053,"169"
"9275",9275,"City of South Pasadena",24,"2020-06-07","380","1-11",NA,26053,"175"
"9276",9276,"City of South Pasadena",25,"2020-06-14","374","17",NA,26053,"192"
"9277",9277,"City of South Pasadena",26,"2020-06-21","532","15",NA,26053,"207"
"9278",9278,"City of South Pasadena",27,"2020-06-28","516","17",NA,26053,"224"
"9279",9279,"City of South Pasadena",28,"2020-07-05","1069","20",NA,26053,"244"
"9280",9280,"City of South Pasadena",29,"2020-07-12","688","19",NA,26053,"263"
"9281",9281,"City of South Pasadena",30,"2020-07-19","760","17",NA,26053,"280"
"9282",9282,"City of South Pasadena",31,"2020-07-26","870","16",NA,26053,"296"
"9283",9283,"City of South Pasadena",32,"2020-08-02","704","14",NA,26053,"310"
"9284",9284,"City of South Pasadena",33,"2020-08-09","747","1-11",NA,26053,"315"
"9285",9285,"City of South Pasadena",34,"2020-08-16","680","1-11",NA,26053,"323"
"9286",9286,"City of South Pasadena",35,"2020-08-23","656","1-11",NA,26053,"330"
"9287",9287,"City of South Pasadena",36,"2020-08-30","637","1-11",NA,26053,"341"
"9288",9288,"City of South Pasadena",37,"2020-09-06","670","1-11",NA,26053,"349"
"9289",9289,"City of South Pasadena",38,"2020-09-13","755","1-11",NA,26053,"357"
"9290",9290,"City of South Pasadena",39,"2020-09-20","986","1-11",NA,26053,"368"
"9291",9291,"City of South Pasadena",40,"2020-09-27","1087","21",NA,26053,"389"
"9292",9292,"City of South Pasadena",41,"2020-10-04","1260","1-11",NA,26053,"400"
"9293",9293,"City of South Pasadena",42,"2020-10-11","1081","1-11",NA,26053,"409"
"9294",9294,"City of South Pasadena",43,"2020-10-18","1032","1-11",NA,26053,"420"
"9295",9295,"City of South Pasadena",44,"2020-10-25","1184","1-11",NA,26053,"430"
"9296",9296,"City of South Pasadena",45,"2020-11-01","1205","18",NA,26053,"448"
"9297",9297,"City of South Pasadena",46,"2020-11-08","1390","29",NA,26053,"477"
"9298",9298,"City of South Pasadena",47,"2020-11-15","1726","44",NA,26053,"521"
"9299",9299,"City of South Pasadena",48,"2020-11-22","1577","40",NA,26053,"561"
"9300",9300,"City of South Pasadena",49,"2020-11-29","2039","102",NA,26053,"663"
"9301",9301,"City of South Pasadena",50,"2020-12-06","1752","103",NA,26053,"766"
"9302",9302,"City of South Pasadena",51,"2020-12-13","2140","145",NA,26053,"911"
"9303",9303,"City of South Pasadena",52,"2020-12-20","1626","138",0,26053,"1049"
"9304",9304,"City of South Pasadena",53,"2020-12-27","1439","128",0,26053,"1177"
"9305",9305,"City of South Pasadena",54,"2021-01-03","1987","156",0.471428571428571,26053,"1333"
"9306",9306,"City of South Pasadena",55,"2021-01-10","1747","111",1.82857142857143,26053,"1444"
"9307",9307,"City of South Pasadena",56,"2021-01-17","1417","72",2.57142857142857,26053,"1516"
"9308",9308,"City of South Pasadena",57,"2021-01-24","1249","50",3.2,26053,"1566"
"9309",9309,"City of South Pasadena",58,"2021-01-31","1357","43",4.4,26053,"1609"
"9310",9310,"City of South Pasadena",59,"2021-02-07","1158","21",6.6,26053,"1630"
"9311",9311,"City of South Pasadena",60,"2021-02-14","1120","12",10.1,26053,"1642"
"9312",9312,"City of South Pasadena",61,"2021-02-21","1336","12",14.1142857142857,26053,"1654"
"9313",9313,"City of South Pasadena",62,"2021-02-28","1096","1-11",17.9142857142857,26053,"1660"
"9314",9314,"City of South Pasadena",63,"2021-03-07","1163","1-11",20.7857142857143,26053,"1671"
"9315",9315,"City of South Pasadena",64,"2021-03-14","1016","1-11",24.1571428571429,26053,"1678"
"9316",9316,"City of South Pasadena",65,"2021-03-21","1075","1-11",28.2285714285714,26053,"1684"
"9317",9317,"City of South Pasadena",66,"2021-03-28","1050","1-11",33.4285714285714,26053,"1692"
"9318",9318,"City of South Pasadena",67,"2021-04-04","1215","1-11",39.1428571428571,26053,"1696"
"9319",9319,"City of South Pasadena",68,"2021-04-11","1216","1-11",44.7571428571429,26053,"1699"
"9320",9320,"City of South Pasadena",69,"2021-04-18","1220","1-11",49.8142857142857,26053,"1700"
"9321",9321,"City of South Pasadena",70,"2021-04-25","1159","1-11",54.7428571428571,26053,"1702"
"9322",9322,"City of South Pasadena",71,"2021-05-02","1098","1-11",60.0428571428571,26053,"1707"
"9323",9323,"City of South Pasadena",72,"2021-05-09","1093","0",64.8,26053,"1707"
"9324",9324,"City of South Pasadena",73,"2021-05-16","1024","0",67.7714285714286,26053,"1707"
"9325",9325,"City of South Pasadena",74,"2021-05-23","969","1-11",69.8571428571429,26053,"1709"
"9326",9326,"City of South Pasadena",75,"2021-05-30","1042","1-11",71.4714285714286,26053,"1712"
"9327",9327,"City of South Pasadena",76,"2021-06-06","836","1-11",74.4857142857143,26053,"1715"
"9328",9328,"City of South Pasadena",77,"2021-06-13","741","0",76.5714285714286,26053,"1715"
"9329",9329,"City of South Pasadena",78,"2021-06-20","691","0",77.5285714285714,26053,"1715"
"9330",9330,"City of South Pasadena",79,"2021-06-27","691","1-11",78.3714285714286,26053,"1719"
"9331",9331,"City of South Pasadena",80,"2021-07-04","708","1-11",78.9857142857143,26053,"1726"
"9332",9332,"City of South Pasadena",81,"2021-07-11","854","18",79.4,26053,"1744"
"9333",9333,"City of South Pasadena",82,"2021-07-18","1126","41",79.8142857142857,26053,"1785"
"9334",9334,"City of South Pasadena",83,"2021-07-25","1464","62",80.2428571428571,26053,"1847"
"9335",9335,"City of South Pasadena",84,"2021-08-01","1478","51",80.6428571428571,26053,"1898"
"9336",9336,"City of South Pasadena",85,"2021-08-08","1577","68",81.1,26053,"1966"
"9337",9337,"City of South Pasadena",86,"2021-08-15","1862","44",81.5428571428571,26053,"2010"
"9338",9338,"City of South Pasadena",87,"2021-08-22","2073","21",81.9714285714286,26053,"2031"
"9339",9339,"City of South Pasadena",88,"2021-08-29","2320","25",82.4142857142857,26053,"2056"
"9340",9340,"City of South Pasadena",89,"2021-09-05","1968","18",82.7714285714286,26053,"2074"
"9341",9341,"City of South Pasadena",90,"2021-09-12","1914","26",83.2142857142857,26053,"2100"
"9342",9342,"City of South Pasadena",91,"2021-09-19","2178","19",83.5714285714286,26053,"2119"
"9343",9343,"City of South Pasadena",92,"2021-09-26","1904","17",83.8714285714286,26053,"2136"
"9344",9344,"City of South Pasadena",93,"2021-10-03","1690","20",84.1857142857143,26053,"2156"
"9345",9345,"City of South Pasadena",94,"2021-10-10","2038","1-11",84.4,26053,"2165"
"9346",9346,"City of South Pasadena",95,"2021-10-17","2002","24",84.6142857142857,26053,"2189"
"9347",9347,"City of South Pasadena",96,"2021-10-24","1938","17",84.9428571428571,26053,"2206"
"9348",9348,"City of South Pasadena",97,"2021-10-31","1877","15",85.2571428571429,26053,"2221"
"9349",9349,"City of South Pasadena",98,"2021-11-07","2260","13",85.5142857142857,26053,"2234"
"9350",9350,"City of South Pasadena",99,"2021-11-14","2247","13",85.7285714285714,26053,"2247"
"9351",9351,"City of South Pasadena",100,"2021-11-21","1141","1-11",85.9428571428572,26053,"2254"
"9352",9352,"City of South Pasadena",101,"2021-11-28","2110","19",86.2,26053,"2273"
"9353",9353,"City of South Pasadena",102,"2021-12-05","2040","19",86.5142857142857,26053,"2292"
"9354",9354,"City of South Pasadena",103,"2021-12-12","2511","67",86.8285714285714,26053,"2359"
"9355",9355,"City of South Pasadena",104,"2021-12-19","3295","250",87.0571428571428,26053,"2609"
"9356",9356,"City of South Pasadena",105,"2021-12-26","3499","467",87.2428571428571,26053,"3076"
"9357",9357,"City of South Pasadena",106,"2022-01-02","5266","623",87.4,26053,"3699"
"9358",9358,"City of South Pasadena",107,"2022-01-09","4192","443",87.5714285714286,26053,"4142"
"9359",9359,"City of South Pasadena",108,"2022-01-16","3870","393",87.7285714285714,26053,"4535"
"9360",9360,"City of South Pasadena",109,"2022-01-23","3134","178",87.8428571428571,26053,"4713"
"9361",9361,"City of South Pasadena",110,"2022-01-30","2815","115",87.9428571428572,26053,"4828"
"9362",9362,"City of South Pasadena",111,"2022-02-06","2570","64",88.0571428571428,26053,"4892"
"9363",9363,"City of South Pasadena",112,"2022-02-13","2335","37",88.1142857142857,26053,"4929"
"9364",9364,"City of South Pasadena",113,"2022-02-20","2170","34",88.2,26053,"4963"
"9365",9365,"City of South Pasadena",114,"2022-02-27","2144","31",88.2,26053,"4994"
"9366",9366,"City of South Pasadena",115,"2022-03-06","1849","25",88.3,26053,"5019"
"9367",9367,"City of South Pasadena",116,"2022-03-13","1753","15",88.3,26053,"5034"
"9368",9368,"City of South Pasadena",117,"2022-03-20","1639","13",88.3,26053,"5047"
"9369",9369,"City of South Pasadena",118,"2022-03-27","1271","29",88.3285714285714,26053,"5076"
"9370",9370,"City of South Pasadena",119,"2022-04-03","1671","40",88.4285714285714,26053,"5116"
"9371",9371,"City of South Pasadena",120,"2022-04-10","1448","42",88.5,26053,"5158"
"9372",9372,"City of South Pasadena",121,"2022-04-17","1619","64",88.5142857142857,26053,"5222"
"9373",9373,"City of South Pasadena",122,"2022-04-24","1721","69",88.6,26053,"5291"
"9374",9374,"City of South Pasadena",123,"2022-05-01","1756","103",88.6571428571429,26053,"5394"
"9375",9375,"City of South Pasadena",124,"2022-05-08","1896","119",88.7,26053,"5513"
"9376",9376,"City of South Pasadena",125,"2022-05-15","1849","114",88.7714285714286,26053,"5627"
"9377",9377,"City of South Pasadena",126,"2022-05-22","1743","130",88.8,26053,"5757"
"9378",9378,"City of South Pasadena",127,"2022-05-29","1664","97",88.8142857142857,26053,"5854"
"9379",9379,"City of South Pasadena",128,"2022-06-05","1367","119",88.9,26053,"5973"
"9380",9380,"City of South Pasadena",129,"2022-06-12","1234","153",88.9,26053,"6126"
"9381",9381,"City of South Pasadena",130,"2022-06-19","1147","126",88.9142857142857,26053,"6252"
"9382",9382,"City of South Pasadena",131,"2022-06-26","1209","157",89,26053,"6409"
"9383",9383,"City of South Pasadena",132,"2022-07-03","1080","142",89,26053,"6551"
"9384",9384,"City of South Pasadena",133,"2022-07-10","1214","145",89,26053,"6696"
"9385",9385,"City of South Pasadena",134,"2022-07-17","1077","140",89.0571428571428,26053,"6836"
"9386",9386,"City of Temple City",11,"2020-03-08","1-11","0",NA,36455,"0"
"9387",9387,"City of Temple City",12,"2020-03-15","1-11","0",NA,36455,"0"
"9388",9388,"City of Temple City",13,"2020-03-22","31","1-11",NA,36455,"1-11"
"9389",9389,"City of Temple City",14,"2020-03-29","57","1-11",NA,36455,"1-11"
"9390",9390,"City of Temple City",15,"2020-04-05","50","1-11",NA,36455,"12"
"9391",9391,"City of Temple City",16,"2020-04-12","116","16",NA,36455,"28"
"9392",9392,"City of Temple City",17,"2020-04-19","152","32",NA,36455,"60"
"9393",9393,"City of Temple City",18,"2020-04-26","285","28",NA,36455,"88"
"9394",9394,"City of Temple City",19,"2020-05-03","393","57",NA,36455,"145"
"9395",9395,"City of Temple City",20,"2020-05-10","526","37",NA,36455,"182"
"9396",9396,"City of Temple City",21,"2020-05-17","638","41",NA,36455,"223"
"9397",9397,"City of Temple City",22,"2020-05-24","455","16",NA,36455,"239"
"9398",9398,"City of Temple City",23,"2020-05-31","539","26",NA,36455,"265"
"9399",9399,"City of Temple City",24,"2020-06-07","427","22",NA,36455,"287"
"9400",9400,"City of Temple City",25,"2020-06-14","445","28",NA,36455,"315"
"9401",9401,"City of Temple City",26,"2020-06-21","518","54",NA,36455,"369"
"9402",9402,"City of Temple City",27,"2020-06-28","448","43",NA,36455,"412"
"9403",9403,"City of Temple City",28,"2020-07-05","639","56",NA,36455,"468"
"9404",9404,"City of Temple City",29,"2020-07-12","777","48",NA,36455,"516"
"9405",9405,"City of Temple City",30,"2020-07-19","748","54",NA,36455,"570"
"9406",9406,"City of Temple City",31,"2020-07-26","860","32",NA,36455,"602"
"9407",9407,"City of Temple City",32,"2020-08-02","662","25",NA,36455,"627"
"9408",9408,"City of Temple City",33,"2020-08-09","643","35",NA,36455,"662"
