"","X","geo_merge","time","epi_week","total_tests","new_pos_t","pct_cum_doses","population","cum_pos_tests"
"8887",8887,"City of Sierra Madre",131,"2022-06-26","354","54",85.6,10989,"2208"
"8888",8888,"City of Sierra Madre",132,"2022-07-03","331","46",85.6,10989,"2254"
"8889",8889,"City of Sierra Madre",133,"2022-07-10","371","48",85.6,10989,"2302"
"8890",8890,"City of Sierra Madre",134,"2022-07-17","341","58",85.6714285714286,10989,"2360"
"8891",8891,"City of Signal Hill",12,"2020-03-15","1-11","1-11",NA,11797,"1-11"
"8892",8892,"City of Signal Hill",13,"2020-03-22","16","0",NA,11797,"1-11"
"8893",8893,"City of Signal Hill",14,"2020-03-29","18","1-11",NA,11797,"1-11"
"8894",8894,"City of Signal Hill",15,"2020-04-05","28","1-11",NA,11797,"1-11"
"8895",8895,"City of Signal Hill",16,"2020-04-12","28","0",NA,11797,"1-11"
"8896",8896,"City of Signal Hill",17,"2020-04-19","52","1-11",NA,11797,"1-11"
"8897",8897,"City of Signal Hill",18,"2020-04-26","98","1-11",NA,11797,"1-11"
"8898",8898,"City of Signal Hill",19,"2020-05-03","134","1-11",NA,11797,"16"
"8899",8899,"City of Signal Hill",20,"2020-05-10","132","1-11",NA,11797,"22"
"8900",8900,"City of Signal Hill",21,"2020-05-17","124","1-11",NA,11797,"29"
"8901",8901,"City of Signal Hill",22,"2020-05-24","116","13",NA,11797,"42"
"8902",8902,"City of Signal Hill",23,"2020-05-31","117","1-11",NA,11797,"47"
"8903",8903,"City of Signal Hill",24,"2020-06-07","142","14",NA,11797,"61"
"8904",8904,"City of Signal Hill",25,"2020-06-14","161","20",NA,11797,"81"
"8905",8905,"City of Signal Hill",26,"2020-06-21","226","35",NA,11797,"116"
"8906",8906,"City of Signal Hill",27,"2020-06-28","179","21",NA,11797,"137"
"8907",8907,"City of Signal Hill",28,"2020-07-05","285","20",NA,11797,"157"
"8908",8908,"City of Signal Hill",29,"2020-07-12","289","25",NA,11797,"182"
"8909",8909,"City of Signal Hill",30,"2020-07-19","426","24",NA,11797,"206"
"8910",8910,"City of Signal Hill",31,"2020-07-26","395","18",NA,11797,"224"
"8911",8911,"City of Signal Hill",32,"2020-08-02","325","22",NA,11797,"246"
"8912",8912,"City of Signal Hill",33,"2020-08-09","244","21",NA,11797,"267"
"8913",8913,"City of Signal Hill",34,"2020-08-16","208","15",NA,11797,"282"
"8914",8914,"City of Signal Hill",35,"2020-08-23","176","1-11",NA,11797,"290"
"8915",8915,"City of Signal Hill",36,"2020-08-30","204","18",NA,11797,"308"
"8916",8916,"City of Signal Hill",37,"2020-09-06","187","13",NA,11797,"321"
"8917",8917,"City of Signal Hill",38,"2020-09-13","229","1-11",NA,11797,"331"
"8918",8918,"City of Signal Hill",39,"2020-09-20","233","1-11",NA,11797,"338"
"8919",8919,"City of Signal Hill",40,"2020-09-27","204","13",NA,11797,"351"
"8920",8920,"City of Signal Hill",41,"2020-10-04","273","1-11",NA,11797,"359"
"8921",8921,"City of Signal Hill",42,"2020-10-11","293","1-11",NA,11797,"370"
"8922",8922,"City of Signal Hill",43,"2020-10-18","253","1-11",NA,11797,"381"
"8923",8923,"City of Signal Hill",44,"2020-10-25","358","15",NA,11797,"396"
"8924",8924,"City of Signal Hill",45,"2020-11-01","410","33",NA,11797,"429"
"8925",8925,"City of Signal Hill",46,"2020-11-08","374","25",NA,11797,"454"
"8926",8926,"City of Signal Hill",47,"2020-11-15","469","24",NA,11797,"478"
"8927",8927,"City of Signal Hill",48,"2020-11-22","429","25",NA,11797,"503"
"8928",8928,"City of Signal Hill",49,"2020-11-29","647","53",NA,11797,"556"
"8929",8929,"City of Signal Hill",50,"2020-12-06","785","89",NA,11797,"645"
"8930",8930,"City of Signal Hill",51,"2020-12-13","783","97",NA,11797,"742"
"8931",8931,"City of Signal Hill",52,"2020-12-20","665","78",0,11797,"820"
"8932",8932,"City of Signal Hill",53,"2020-12-27","757","113",0,11797,"933"
"8933",8933,"City of Signal Hill",54,"2021-01-03","971","147",0.214285714285714,11797,"1080"
"8934",8934,"City of Signal Hill",55,"2021-01-10","827","76",1.2,11797,"1156"
"8935",8935,"City of Signal Hill",56,"2021-01-17","695","62",1.87142857142857,11797,"1218"
"8936",8936,"City of Signal Hill",57,"2021-01-24","479","46",2.6,11797,"1264"
"8937",8937,"City of Signal Hill",58,"2021-01-31","502","21",3.82857142857143,11797,"1285"
"8938",8938,"City of Signal Hill",59,"2021-02-07","438","24",5.65714285714286,11797,"1309"
"8939",8939,"City of Signal Hill",60,"2021-02-14","437","17",8.37142857142857,11797,"1326"
"8940",8940,"City of Signal Hill",61,"2021-02-21","395","1-11",11.0714285714286,11797,"1329"
"8941",8941,"City of Signal Hill",62,"2021-02-28","315","1-11",13.2428571428571,11797,"1332"
"8942",8942,"City of Signal Hill",63,"2021-03-07","349","1-11",15.3714285714286,11797,"1337"
"8943",8943,"City of Signal Hill",64,"2021-03-14","276","1-11",19.1571428571429,11797,"1340"
"8944",8944,"City of Signal Hill",65,"2021-03-21","575","1-11",22.4714285714286,11797,"1345"
"8945",8945,"City of Signal Hill",66,"2021-03-28","292","1-11",26.9428571428571,11797,"1351"
"8946",8946,"City of Signal Hill",67,"2021-04-04","354","1-11",31.4428571428571,11797,"1359"
"8947",8947,"City of Signal Hill",68,"2021-04-11","365","1-11",35.6428571428571,11797,"1365"
"8948",8948,"City of Signal Hill",69,"2021-04-18","327","1-11",39.4428571428571,11797,"1366"
"8949",8949,"City of Signal Hill",70,"2021-04-25","349","1-11",43.3142857142857,11797,"1368"
"8950",8950,"City of Signal Hill",71,"2021-05-02","312","1-11",47.9285714285714,11797,"1371"
"8951",8951,"City of Signal Hill",72,"2021-05-09","319","1-11",52.0142857142857,11797,"1375"
"8952",8952,"City of Signal Hill",73,"2021-05-16","313","0",54.8571428571429,11797,"1375"
"8953",8953,"City of Signal Hill",74,"2021-05-23","302","1-11",57.3285714285714,11797,"1377"
"8954",8954,"City of Signal Hill",75,"2021-05-30","298","0",59.0428571428571,11797,"1377"
"8955",8955,"City of Signal Hill",76,"2021-06-06","265","1-11",60.9571428571429,11797,"1378"
"8956",8956,"City of Signal Hill",77,"2021-06-13","201","0",62.5571428571429,11797,"1378"
"8957",8957,"City of Signal Hill",78,"2021-06-20","265","1-11",63.6571428571429,11797,"1380"
"8958",8958,"City of Signal Hill",79,"2021-06-27","272","1-11",64.4857142857143,11797,"1385"
"8959",8959,"City of Signal Hill",80,"2021-07-04","247","1-11",65.0428571428571,11797,"1393"
"8960",8960,"City of Signal Hill",81,"2021-07-11","325","26",65.5714285714286,11797,"1419"
"8961",8961,"City of Signal Hill",82,"2021-07-18","381","36",66.1,11797,"1455"
"8962",8962,"City of Signal Hill",83,"2021-07-25","457","49",66.5857142857143,11797,"1504"
"8963",8963,"City of Signal Hill",84,"2021-08-01","526","47",67.1142857142857,11797,"1551"
"8964",8964,"City of Signal Hill",85,"2021-08-08","458","21",67.6857142857143,11797,"1572"
"8965",8965,"City of Signal Hill",86,"2021-08-15","546","33",68.5,11797,"1605"
"8966",8966,"City of Signal Hill",87,"2021-08-22","534","12",69.2,11797,"1617"
"8967",8967,"City of Signal Hill",88,"2021-08-29","1065","27",69.9857142857143,11797,"1644"
"8968",8968,"City of Signal Hill",89,"2021-09-05","1110","34",70.6285714285714,11797,"1678"
"8969",8969,"City of Signal Hill",90,"2021-09-12","1201","26",71.3428571428571,11797,"1704"
"8970",8970,"City of Signal Hill",91,"2021-09-19","647","20",72.0714285714286,11797,"1724"
"8971",8971,"City of Signal Hill",92,"2021-09-26","771","14",72.6571428571429,11797,"1738"
"8972",8972,"City of Signal Hill",93,"2021-10-03","674","1-11",73.1142857142857,11797,"1747"
"8973",8973,"City of Signal Hill",94,"2021-10-10","657","19",73.4714285714286,11797,"1766"
"8974",8974,"City of Signal Hill",95,"2021-10-17","648","1-11",73.8714285714286,11797,"1777"
"8975",8975,"City of Signal Hill",96,"2021-10-24","626","16",74.3142857142857,11797,"1793"
"8976",8976,"City of Signal Hill",97,"2021-10-31","675","1-11",74.8,11797,"1799"
"8977",8977,"City of Signal Hill",98,"2021-11-07","726","15",75.3,11797,"1814"
"8978",8978,"City of Signal Hill",99,"2021-11-14","507","1-11",75.9,11797,"1822"
"8979",8979,"City of Signal Hill",100,"2021-11-21","334","1-11",76.3428571428571,11797,"1832"
"8980",8980,"City of Signal Hill",101,"2021-11-28","578","15",76.6714285714286,11797,"1847"
"8981",8981,"City of Signal Hill",102,"2021-12-05","610","12",77.0714285714286,11797,"1859"
"8982",8982,"City of Signal Hill",103,"2021-12-12","633","32",77.3714285714286,11797,"1891"
"8983",8983,"City of Signal Hill",104,"2021-12-19","748","74",77.6142857142857,11797,"1965"
"8984",8984,"City of Signal Hill",105,"2021-12-26","1012","271",77.9,11797,"2236"
"8985",8985,"City of Signal Hill",106,"2022-01-02","1462","388",78.1428571428571,11797,"2624"
"8986",8986,"City of Signal Hill",107,"2022-01-09","1489","367",78.3714285714286,11797,"2991"
"8987",8987,"City of Signal Hill",108,"2022-01-16","1128","241",78.5714285714286,11797,"3232"
"8988",8988,"City of Signal Hill",109,"2022-01-23","809","115",78.7857142857143,11797,"3347"
"8989",8989,"City of Signal Hill",110,"2022-01-30","633","49",79,11797,"3396"
"8990",8990,"City of Signal Hill",111,"2022-02-06","614","51",79.2285714285714,11797,"3447"
"8991",8991,"City of Signal Hill",112,"2022-02-13","518","25",79.4428571428572,11797,"3472"
"8992",8992,"City of Signal Hill",113,"2022-02-20","400","1-11",79.6285714285714,11797,"3483"
"8993",8993,"City of Signal Hill",114,"2022-02-27","358","1-11",79.8142857142857,11797,"3492"
"8994",8994,"City of Signal Hill",115,"2022-03-06","377","1-11",79.9142857142857,11797,"3494"
"8995",8995,"City of Signal Hill",116,"2022-03-13","360","1-11",80.0285714285714,11797,"3498"
"8996",8996,"City of Signal Hill",117,"2022-03-20","326","1-11",80.1142857142857,11797,"3503"
"8997",8997,"City of Signal Hill",118,"2022-03-27","276","1-11",80.2,11797,"3510"
"8998",8998,"City of Signal Hill",119,"2022-04-03","299","15",80.2857142857143,11797,"3525"
"8999",8999,"City of Signal Hill",120,"2022-04-10","292","1-11",80.3714285714286,11797,"3532"
"9000",9000,"City of Signal Hill",121,"2022-04-17","282","13",80.4285714285714,11797,"3545"
"9001",9001,"City of Signal Hill",122,"2022-04-24","310","16",80.5142857142857,11797,"3561"
"9002",9002,"City of Signal Hill",123,"2022-05-01","401","33",80.6142857142857,11797,"3594"
"9003",9003,"City of Signal Hill",124,"2022-05-08","389","37",80.7,11797,"3631"
"9004",9004,"City of Signal Hill",125,"2022-05-15","419","36",80.7,11797,"3667"
"9005",9005,"City of Signal Hill",126,"2022-05-22","490","55",80.7714285714286,11797,"3722"
"9006",9006,"City of Signal Hill",127,"2022-05-29","426","47",80.8571428571429,11797,"3769"
"9007",9007,"City of Signal Hill",128,"2022-06-05","477","86",80.9,11797,"3855"
"9008",9008,"City of Signal Hill",129,"2022-06-12","427","53",80.9428571428572,11797,"3908"
"9009",9009,"City of Signal Hill",130,"2022-06-19","396","49",81,11797,"3957"
"9010",9010,"City of Signal Hill",131,"2022-06-26","398","58",81,11797,"4015"
"9011",9011,"City of Signal Hill",132,"2022-07-03","452","90",81.0428571428571,11797,"4105"
"9012",9012,"City of Signal Hill",133,"2022-07-10","389","69",81.1571428571429,11797,"4174"
"9013",9013,"City of Signal Hill",134,"2022-07-17","356","69",81.2285714285714,11797,"4243"
"9014",9014,"City of South El Monte",11,"2020-03-08","1-11","0",NA,20885,"0"
"9015",9015,"City of South El Monte",12,"2020-03-15","1-11","0",NA,20885,"0"
"9016",9016,"City of South El Monte",13,"2020-03-22","1-11","0",NA,20885,"0"
"9017",9017,"City of South El Monte",14,"2020-03-29","17","1-11",NA,20885,"1-11"
"9018",9018,"City of South El Monte",15,"2020-04-05","19","1-11",NA,20885,"1-11"
"9019",9019,"City of South El Monte",16,"2020-04-12","51","1-11",NA,20885,"1-11"
"9020",9020,"City of South El Monte",17,"2020-04-19","99","18",NA,20885,"25"
"9021",9021,"City of South El Monte",18,"2020-04-26","145","18",NA,20885,"43"
"9022",9022,"City of South El Monte",19,"2020-05-03","148","12",NA,20885,"55"
"9023",9023,"City of South El Monte",20,"2020-05-10","187","1-11",NA,20885,"65"
"9024",9024,"City of South El Monte",21,"2020-05-17","250","23",NA,20885,"88"
"9025",9025,"City of South El Monte",22,"2020-05-24","216","26",NA,20885,"114"
"9026",9026,"City of South El Monte",23,"2020-05-31","328","48",NA,20885,"162"
"9027",9027,"City of South El Monte",24,"2020-06-07","306","81",NA,20885,"243"
"9028",9028,"City of South El Monte",25,"2020-06-14","322","61",NA,20885,"304"
"9029",9029,"City of South El Monte",26,"2020-06-21","440","59",NA,20885,"363"
"9030",9030,"City of South El Monte",27,"2020-06-28","378","73",NA,20885,"436"
"9031",9031,"City of South El Monte",28,"2020-07-05","486","83",NA,20885,"519"
"9032",9032,"City of South El Monte",29,"2020-07-12","652","110",NA,20885,"629"
"9033",9033,"City of South El Monte",30,"2020-07-19","640","85",NA,20885,"714"
"9034",9034,"City of South El Monte",31,"2020-07-26","597","77",NA,20885,"791"
"9035",9035,"City of South El Monte",32,"2020-08-02","572","66",NA,20885,"857"
"9036",9036,"City of South El Monte",33,"2020-08-09","432","52",NA,20885,"909"
"9037",9037,"City of South El Monte",34,"2020-08-16","410","54",NA,20885,"963"
"9038",9038,"City of South El Monte",35,"2020-08-23","356","30",NA,20885,"993"
"9039",9039,"City of South El Monte",36,"2020-08-30","321","34",NA,20885,"1027"
"9040",9040,"City of South El Monte",37,"2020-09-06","316","19",NA,20885,"1046"
"9041",9041,"City of South El Monte",38,"2020-09-13","308","27",NA,20885,"1073"
"9042",9042,"City of South El Monte",39,"2020-09-20","326","20",NA,20885,"1093"
"9043",9043,"City of South El Monte",40,"2020-09-27","337","27",NA,20885,"1120"
"9044",9044,"City of South El Monte",41,"2020-10-04","359","28",NA,20885,"1148"
"9045",9045,"City of South El Monte",42,"2020-10-11","420","44",NA,20885,"1192"
"9046",9046,"City of South El Monte",43,"2020-10-18","408","41",NA,20885,"1233"
"9047",9047,"City of South El Monte",44,"2020-10-25","483","49",NA,20885,"1282"
"9048",9048,"City of South El Monte",45,"2020-11-01","533","62",NA,20885,"1344"
"9049",9049,"City of South El Monte",46,"2020-11-08","569","57",NA,20885,"1401"
"9050",9050,"City of South El Monte",47,"2020-11-15","769","118",NA,20885,"1519"
"9051",9051,"City of South El Monte",48,"2020-11-22","703","134",NA,20885,"1653"
"9052",9052,"City of South El Monte",49,"2020-11-29","1160","208",NA,20885,"1861"
"9053",9053,"City of South El Monte",50,"2020-12-06","1371","296",NA,20885,"2157"
"9054",9054,"City of South El Monte",51,"2020-12-13","1472","390",NA,20885,"2547"
"9055",9055,"City of South El Monte",52,"2020-12-20","1187","291",0,20885,"2838"
"9056",9056,"City of South El Monte",53,"2020-12-27","1302","293",0,20885,"3131"
"9057",9057,"City of South El Monte",54,"2021-01-03","1685","416",0.114285714285714,20885,"3547"
"9058",9058,"City of South El Monte",55,"2021-01-10","1323","226",0.457142857142857,20885,"3773"
"9059",9059,"City of South El Monte",56,"2021-01-17","1226","196",0.628571428571429,20885,"3969"
"9060",9060,"City of South El Monte",57,"2021-01-24","938","153",0.885714285714286,20885,"4122"
"9061",9061,"City of South El Monte",58,"2021-01-31","837","93",1.31428571428571,20885,"4215"
"9062",9062,"City of South El Monte",59,"2021-02-07","711","63",2.22857142857143,20885,"4278"
"9063",9063,"City of South El Monte",60,"2021-02-14","561","44",3.54285714285714,20885,"4322"
"9064",9064,"City of South El Monte",61,"2021-02-21","545","32",4.92857142857143,20885,"4354"
"9065",9065,"City of South El Monte",62,"2021-02-28","481","33",6.81428571428571,20885,"4387"
"9066",9066,"City of South El Monte",63,"2021-03-07","372","14",8.91428571428571,20885,"4401"
"9067",9067,"City of South El Monte",64,"2021-03-14","358","13",11.1285714285714,20885,"4414"
"9068",9068,"City of South El Monte",65,"2021-03-21","384","1-11",13.4857142857143,20885,"4424"
"9069",9069,"City of South El Monte",66,"2021-03-28","371","1-11",17.2428571428571,20885,"4433"
"9070",9070,"City of South El Monte",67,"2021-04-04","359","1-11",21.6,20885,"4437"
"9071",9071,"City of South El Monte",68,"2021-04-11","436","1-11",26.6428571428571,20885,"4441"
"9072",9072,"City of South El Monte",69,"2021-04-18","370","1-11",30.4857142857143,20885,"4443"
"9073",9073,"City of South El Monte",70,"2021-04-25","357","1-11",34.2285714285714,20885,"4447"
"9074",9074,"City of South El Monte",71,"2021-05-02","361","1-11",38.2428571428571,20885,"4453"
"9075",9075,"City of South El Monte",72,"2021-05-09","328","1-11",42.3714285714286,20885,"4454"
"9076",9076,"City of South El Monte",73,"2021-05-16","340","1-11",46.2285714285714,20885,"4458"
"9077",9077,"City of South El Monte",74,"2021-05-23","323","0",49.4857142857143,20885,"4458"
"9078",9078,"City of South El Monte",75,"2021-05-30","325","1-11",51.6285714285714,20885,"4459"
"9079",9079,"City of South El Monte",76,"2021-06-06","241","0",53.7571428571429,20885,"4459"
"9080",9080,"City of South El Monte",77,"2021-06-13","250","1-11",55.6571428571429,20885,"4460"
"9081",9081,"City of South El Monte",78,"2021-06-20","238","1-11",57.1,20885,"4461"
"9082",9082,"City of South El Monte",79,"2021-06-27","252","1-11",58.4285714285714,20885,"4467"
"9083",9083,"City of South El Monte",80,"2021-07-04","248","1-11",59.3142857142857,20885,"4476"
"9084",9084,"City of South El Monte",81,"2021-07-11","272","18",60.2571428571429,20885,"4494"
"9085",9085,"City of South El Monte",82,"2021-07-18","367","24",61.1142857142857,20885,"4518"
"9086",9086,"City of South El Monte",83,"2021-07-25","449","31",61.9142857142857,20885,"4549"
"9087",9087,"City of South El Monte",84,"2021-08-01","555","34",62.6142857142857,20885,"4583"
"9088",9088,"City of South El Monte",85,"2021-08-08","602","53",63.4285714285714,20885,"4636"
"9089",9089,"City of South El Monte",86,"2021-08-15","721","57",64.2571428571429,20885,"4693"
"9090",9090,"City of South El Monte",87,"2021-08-22","811","54",65.2571428571429,20885,"4747"
"9091",9091,"City of South El Monte",88,"2021-08-29","780","33",66.4714285714286,20885,"4780"
"9092",9092,"City of South El Monte",89,"2021-09-05","802","32",67.4714285714286,20885,"4812"
"9093",9093,"City of South El Monte",90,"2021-09-12","754","21",68.4571428571429,20885,"4833"
"9094",9094,"City of South El Monte",91,"2021-09-19","777","32",69.3285714285714,20885,"4865"
"9095",9095,"City of South El Monte",92,"2021-09-26","809","23",70.1,20885,"4888"
"9096",9096,"City of South El Monte",93,"2021-10-03","694","26",70.8714285714286,20885,"4914"
"9097",9097,"City of South El Monte",94,"2021-10-10","658","13",71.5428571428571,20885,"4927"
"9098",9098,"City of South El Monte",95,"2021-10-17","676","22",72.1,20885,"4949"
"9099",9099,"City of South El Monte",96,"2021-10-24","593","14",72.6571428571429,20885,"4963"
"9100",9100,"City of South El Monte",97,"2021-10-31","631","18",73.1714285714286,20885,"4981"
"9101",9101,"City of South El Monte",98,"2021-11-07","619","1-11",73.7,20885,"4990"
"9102",9102,"City of South El Monte",99,"2021-11-14","676","17",74.3,20885,"5007"
"9103",9103,"City of South El Monte",100,"2021-11-21","388","1-11",74.7857142857143,20885,"5017"
"9104",9104,"City of South El Monte",101,"2021-11-28","718","20",75.2285714285714,20885,"5037"
"9105",9105,"City of South El Monte",102,"2021-12-05","696","22",75.8571428571429,20885,"5059"
"9106",9106,"City of South El Monte",103,"2021-12-12","809","44",76.2571428571429,20885,"5103"
"9107",9107,"City of South El Monte",104,"2021-12-19","781","84",76.6285714285714,20885,"5187"
"9108",9108,"City of South El Monte",105,"2021-12-26","1435","397",77.0571428571429,20885,"5584"
"9109",9109,"City of South El Monte",106,"2022-01-02","2385","731",77.5571428571428,20885,"6315"
"9110",9110,"City of South El Monte",107,"2022-01-09","2529","714",78,20885,"7029"
"9111",9111,"City of South El Monte",108,"2022-01-16","2351","650",78.3285714285714,20885,"7679"
"9112",9112,"City of South El Monte",109,"2022-01-23","1711","305",78.5571428571428,20885,"7984"
"9113",9113,"City of South El Monte",110,"2022-01-30","1334","150",78.8857142857143,20885,"8134"
"9114",9114,"City of South El Monte",111,"2022-02-06","1113","81",79.1857142857143,20885,"8215"
"9115",9115,"City of South El Monte",112,"2022-02-13","996","69",79.4,20885,"8284"
"9116",9116,"City of South El Monte",113,"2022-02-20","913","35",79.6428571428571,20885,"8319"
"9117",9117,"City of South El Monte",114,"2022-02-27","812","16",79.8571428571429,20885,"8335"
"9118",9118,"City of South El Monte",115,"2022-03-06","723","1-11",79.9714285714286,20885,"8345"
"9119",9119,"City of South El Monte",116,"2022-03-13","738","1-11",80.1,20885,"8353"
"9120",9120,"City of South El Monte",117,"2022-03-20","652","1-11",80.2,20885,"8363"
"9121",9121,"City of South El Monte",118,"2022-03-27","554","1-11",80.2714285714286,20885,"8369"
"9122",9122,"City of South El Monte",119,"2022-04-03","621","1-11",80.3857142857143,20885,"8379"
"9123",9123,"City of South El Monte",120,"2022-04-10","513","17",80.4571428571429,20885,"8396"
"9124",9124,"City of South El Monte",121,"2022-04-17","355","1-11",80.5142857142857,20885,"8404"
"9125",9125,"City of South El Monte",122,"2022-04-24","608","15",80.6,20885,"8419"
"9126",9126,"City of South El Monte",123,"2022-05-01","530","24",80.6857142857143,20885,"8443"
"9127",9127,"City of South El Monte",124,"2022-05-08","585","29",80.7285714285714,20885,"8472"
"9128",9128,"City of South El Monte",125,"2022-05-15","662","35",80.8,20885,"8507"
"9129",9129,"City of South El Monte",126,"2022-05-22","660","44",80.8,20885,"8551"
"9130",9130,"City of South El Monte",127,"2022-05-29","500","50",80.8714285714286,20885,"8601"
"9131",9131,"City of South El Monte",128,"2022-06-05","487","59",80.9142857142857,20885,"8660"
"9132",9132,"City of South El Monte",129,"2022-06-12","404","68",81,20885,"8728"
"9133",9133,"City of South El Monte",130,"2022-06-19","426","73",81.0142857142857,20885,"8801"
"9134",9134,"City of South El Monte",131,"2022-06-26","458","108",81.1,20885,"8909"
"9135",9135,"City of South El Monte",132,"2022-07-03","499","133",81.1,20885,"9042"
"9136",9136,"City of South El Monte",133,"2022-07-10","494","121",81.1857142857143,20885,"9163"
"9137",9137,"City of South El Monte",134,"2022-07-17","479","113",81.2,20885,"9276"
"9138",9138,"City of South Gate",11,"2020-03-08","1-11","0",NA,98155,"0"
"9139",9139,"City of South Gate",12,"2020-03-15","25","0",NA,98155,"0"
"9140",9140,"City of South Gate",13,"2020-03-22","96","26",NA,98155,"26"
"9141",9141,"City of South Gate",14,"2020-03-29","176","55",NA,98155,"81"
"9142",9142,"City of South Gate",15,"2020-04-05","176","47",NA,98155,"128"
"9143",9143,"City of South Gate",16,"2020-04-12","209","31",NA,98155,"159"
"9144",9144,"City of South Gate",17,"2020-04-19","447","63",NA,98155,"222"
"9145",9145,"City of South Gate",18,"2020-04-26","720","82",NA,98155,"304"
"9146",9146,"City of South Gate",19,"2020-05-03","845","88",NA,98155,"392"
"9147",9147,"City of South Gate",20,"2020-05-10","1194","126",NA,98155,"518"
"9148",9148,"City of South Gate",21,"2020-05-17","1037","124",NA,98155,"642"
"9149",9149,"City of South Gate",22,"2020-05-24","1227","142",NA,98155,"784"
"9150",9150,"City of South Gate",23,"2020-05-31","1417","232",NA,98155,"1016"
"9151",9151,"City of South Gate",24,"2020-06-07","1664","211",NA,98155,"1227"
"9152",9152,"City of South Gate",25,"2020-06-14","1747","362",NA,98155,"1589"
"9153",9153,"City of South Gate",26,"2020-06-21","2311","441",NA,98155,"2030"
"9154",9154,"City of South Gate",27,"2020-06-28","2107","357",NA,98155,"2387"
"9155",9155,"City of South Gate",28,"2020-07-05","2728","493",NA,98155,"2880"
"9156",9156,"City of South Gate",29,"2020-07-12","2930","503",NA,98155,"3383"
"9157",9157,"City of South Gate",30,"2020-07-19","3601","437",NA,98155,"3820"
"9158",9158,"City of South Gate",31,"2020-07-26","3392","353",NA,98155,"4173"
"9159",9159,"City of South Gate",32,"2020-08-02","2723","326",NA,98155,"4499"
"9160",9160,"City of South Gate",33,"2020-08-09","2040","240",NA,98155,"4739"
"9161",9161,"City of South Gate",34,"2020-08-16","1636","181",NA,98155,"4920"
"9162",9162,"City of South Gate",35,"2020-08-23","1636","153",NA,98155,"5073"
"9163",9163,"City of South Gate",36,"2020-08-30","1537","162",NA,98155,"5235"
"9164",9164,"City of South Gate",37,"2020-09-06","1567","128",NA,98155,"5363"
"9165",9165,"City of South Gate",38,"2020-09-13","1829","168",NA,98155,"5531"
"9166",9166,"City of South Gate",39,"2020-09-20","1984","177",NA,98155,"5708"
"9167",9167,"City of South Gate",40,"2020-09-27","1779","145",NA,98155,"5853"
"9168",9168,"City of South Gate",41,"2020-10-04","2131","161",NA,98155,"6014"
"9169",9169,"City of South Gate",42,"2020-10-11","2194","165",NA,98155,"6179"
"9170",9170,"City of South Gate",43,"2020-10-18","2253","166",NA,98155,"6345"
"9171",9171,"City of South Gate",44,"2020-10-25","2487","184",NA,98155,"6529"
"9172",9172,"City of South Gate",45,"2020-11-01","3013","222",NA,98155,"6751"
"9173",9173,"City of South Gate",46,"2020-11-08","3548","337",NA,98155,"7088"
"9174",9174,"City of South Gate",47,"2020-11-15","4657","524",NA,98155,"7612"
"9175",9175,"City of South Gate",48,"2020-11-22","3768","531",NA,98155,"8143"
"9176",9176,"City of South Gate",49,"2020-11-29","6560","1224",NA,98155,"9367"
"9177",9177,"City of South Gate",50,"2020-12-06","7096","1596",NA,98155,"10963"
"9178",9178,"City of South Gate",51,"2020-12-13","7794","1958",NA,98155,"12921"
"9179",9179,"City of South Gate",52,"2020-12-20","6202","1603",0,98155,"14524"
"9180",9180,"City of South Gate",53,"2020-12-27","7170","1969",0,98155,"16493"
"9181",9181,"City of South Gate",54,"2021-01-03","9518","2263",0.0571428571428571,98155,"18756"
"9182",9182,"City of South Gate",55,"2021-01-10","8066","1468",0.371428571428571,98155,"20224"
"9183",9183,"City of South Gate",56,"2021-01-17","6868","944",0.557142857142857,98155,"21168"
"9184",9184,"City of South Gate",57,"2021-01-24","5309","736",0.828571428571429,98155,"21904"
"9185",9185,"City of South Gate",58,"2021-01-31","4555","456",1.3,98155,"22360"
"9186",9186,"City of South Gate",59,"2021-02-07","3719","291",2.14285714285714,98155,"22651"
"9187",9187,"City of South Gate",60,"2021-02-14","3030","153",3.45714285714286,98155,"22804"
"9188",9188,"City of South Gate",61,"2021-02-21","2850","100",4.85714285714286,98155,"22904"
"9189",9189,"City of South Gate",62,"2021-02-28","2521","55",6.52857142857143,98155,"22959"
"9190",9190,"City of South Gate",63,"2021-03-07","2444","66",8.28571428571429,98155,"23025"
"9191",9191,"City of South Gate",64,"2021-03-14","2331","58",10.4857142857143,98155,"23083"
"9192",9192,"City of South Gate",65,"2021-03-21","2566","45",12.9714285714286,98155,"23128"
"9193",9193,"City of South Gate",66,"2021-03-28","1929","36",16.8142857142857,98155,"23164"
"9194",9194,"City of South Gate",67,"2021-04-04","3106","40",21.4571428571429,98155,"23204"
"9195",9195,"City of South Gate",68,"2021-04-11","4913","27",26.2,98155,"23231"
"9196",9196,"City of South Gate",69,"2021-04-18","5603","30",30.1571428571429,98155,"23261"
"9197",9197,"City of South Gate",70,"2021-04-25","4777","25",33.8142857142857,98155,"23286"
"9198",9198,"City of South Gate",71,"2021-05-02","5058","24",37.8142857142857,98155,"23310"
"9199",9199,"City of South Gate",72,"2021-05-09","5514","26",41.9857142857143,98155,"23336"
"9200",9200,"City of South Gate",73,"2021-05-16","5521","13",45.5571428571429,98155,"23349"
"9201",9201,"City of South Gate",74,"2021-05-23","5253","21",48.6,98155,"23370"
